file	transcription
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27031863.wav	en el curso bajo de los grandes ríos se encuentran sabanas húmedas estacionales
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27176626.wav	álbum de estudio
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22044885.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27218360.wav	pero vuelven a llevársela
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25032224.wav	el monasterio atrae a numerosos turistas de grecia y turquía
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27029737.wav	hunter parrish nació en richmond virginia y se crio en plano texas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_35002061.wav	como parte de esa decoración merece una mención las enormes gárgolas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21774661.wav	se encuentra ubicado en la costa norte de la isla
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27027567.wav	el condado recibe su nombre en honor al general benjamin lincoln
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32385906.wav	era la primera enciclopedia completa italiana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25072921.wav	la medalla lleva el escudo de la hermandad y pende de un cordón morado
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19699333.wav	fue escrita por kurt cobain
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19758666.wav	betancourt es uno de los pocos lanzadores que han sufrido esta regla mientras lanzaban
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19542934.wav	compatriotas kenianos fueron segundo y tercero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34369130.wav	son poco reactivos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27418606.wav	paralelamente constituye un importante observatorio de numerosas especies de pájaros
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25005664.wav	se encuentra en bolivia colombia costa rica ecuador panamá y venezuela
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27174845.wav	premios godoy
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_39862134.wav	todas las islas están cubiertas con vegetación típica de la tundra
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34965281.wav	nacha cuevas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20042644.wav	es particularmente conocida por su trabajo sobre el fósforo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25868566.wav	se la suele cultivar en rocallas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29052540.wav	se halla en colombia ecuador venezuela y perú
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21997290.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22022486.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25905312.wav	entre las críticas al proyecto
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24983046.wav	santo augustine era influyente en cristiano y occidental pensado a principios del periodo medieval
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_30825533.wav	fue criticado por ser demasiado corto
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_30757861.wav	convencido por el argumento pascal le da al asaltante la billetera
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23818648.wav	no necesariamente se necesita un núcleo para usar una computadora
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18825288.wav	es colombia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22750022.wav	al igual que sus padres ella profesa el cristianismo ortodoxo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20120246.wav	antiguamente solían ser monitores en blanco y negro para ahorrar
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_30755775.wav	peter schmidt
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21923740.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_30750430.wav	la capilla es rectangular y sigue el esquema de la muralla
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32536337.wav	florece desde la primavera y en verano
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33321799.wav	eso no le daba los resultados que quería
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19938769.wav	completa este ámbito una selección de medallas conmemorativas fundamentalmente francesas y catalanas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27216304.wav	su nombre deriva del de la diosa ceres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_38702905.wav	la ruta del río piedra
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27026990.wav	liceo de los tuxtlas colegio gregg
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20232712.wav	normalmente los grupos focales requieren cerca de dos horas para cumplir su tarea
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27553663.wav	contaban con el explícito apoyo del almirante y ministro de marina manuel domecq garcía
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29324268.wav	las viviendas se suelen encontrar en peor estado de conservación
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25243551.wav	su talento como cantante y músico es unánimemente reconocido
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24359721.wav	es un delantero con un gran estilo de juego y excelente pegada
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32237246.wav	pericarpio parcialmente adherente
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_37777860.wav	hunter valley es el más importante destino turístico de nueva gales del sur
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27793315.wav	a partir de entonces fue un miembro permanente de la asociación filosófica americana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_34127730.wav	tenía entonces cuarenta y cinco años
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27067112.wav	los textos de un enfoque satíricohumorístico se usaban para educar a las masas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27486829.wav	dirigió y realizó el guion de las películas the holiday y the parent trap
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22215096.wav	suelen utilizarse como puntos de referencia en medio de una gran extensión de hielo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_26693432.wav	hubo concursos de bocadillos tapas de diseño y cócteles de autor
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32642702.wav	sin embargo la película fue presentada en el boxing day en blanco y negro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28122899.wav	la actual población es de origen musulmán
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19706580.wav	aunque solo sea un poco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23726848.wav	el lanzamiento de steam fue muy inestable cuando se lanzó pero es gradualmente mejorada
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22011703.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32401638.wav	todos ellos son garantizados por el estado
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27678479.wav	las orugas de la mariposa monarca se encuentran en muchas especies de asclepias
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19652602.wav	algunos de sus trabajos periodísticos han significado una gran preparación y entrenamiento físico previos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24992751.wav	las copias sin embargo llegaron a francia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19647300.wav	divisa que acompaña a la salamandra en las armas de francisco i de francia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23801471.wav	al mismo tiempo aprendió a tocar el violín y el acordeón
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24744675.wav	la longitud del número de la tarjeta es equivalente a su número de dígitos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19635957.wav	las modalidades de tiempo añadido tienen muchas ventajas en el ajedrez actual
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27034316.wav	mediante una academia se puede designar ciudadanos como investigadores para generar puntos de investigación
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29289072.wav	su principal área de investigación es la relacionada a la teoría de números
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19940528.wav	pasó un mes recuperándose de las heridas dos costillas fracturadas y un pulmón perforado
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22109667.wav	durante esta etapa fue gobernador del estado de coahuila
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24685962.wav	este proyecto no llegó a cristalizar
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29535652.wav	su obra sería utilizada y traducida durante toda la edad media
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27069027.wav	antes de eso trabajó como camarera en hooters y como socorrista
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_39728492.wav	militó en el partido colorado desde la adolescencia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23963817.wav	otros críticos creen ver más la influencia de juan de flandes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20271814.wav	tuvo que dimitir de su cargo siendo remplazado por sir andrew cunningham
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25381893.wav	la capilla de sancti spiritus posee un retablo plateresco de gran valor artístico
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27050789.wav	estos enfoques se centran pues sobre la identidad social del trabajo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27023642.wav	anidan en plantas herbáceas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20480787.wav	la naturaleza precisa de la cantidad de restricciones puede llevar a características matemáticas diferentes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22053528.wav	dientes en forma de hoja el color puede ser gris oscuro o marrón chocolate
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22124352.wav	posteriormente se celebraba como una orgía durante varios días
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21989345.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_32376479.wav	el ganador se coronará campeón
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19600293.wav	el anillo además es notable por su formación estelar
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22046690.wav	palermo nació y creció en new orleans louisiana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_27338053.wav	las yao suelen decorar sus camisas con adornos realizados en plata
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22039716.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_38707306.wav	la canción habla sobre la fuerza que pueden tener las viejas amistades
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_26991101.wav	la portada y las ilustraciones son de raúl quiroz andía
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25956728.wav	lescure se había opuesto obstinadamente a tal maniobra
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_24003954.wav	en las sesiones de dicho concilio participó en calidad de experto
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_25170581.wav	la suspensión era independiente a las cuatro ruedas mediante barras de torsión
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19715609.wav	el producto de la masticación es el bolo alimenticio
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_31211467.wav	neville convence a mrs
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33785047.wav	tomaron el nombre de una novela de anthony burgess llamada la naranja mecánica
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33350745.wav	sin embargo no contienen quinina y no tienen propiedades antimalaria
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28588036.wav	él había bebido
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22179472.wav	apuntó en cuadernillos sus impresiones
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19606519.wav	es cabecera del departamento orán en el norte de la provincia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_31387175.wav	en el borde del ala presenta pelos blancos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22044311.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19941715.wav	se encuentra en las regiones del norte más allá de la extremidad nortenoroeste
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_29271642.wav	la mayoría de los soldados bizantinos perecieron
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21983923.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_30497602.wav	allí se estaba construyendo el paso bajo nivel bautizado viaducto carranza
